Data Source,Indicadores del desarrollo mundial,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36,...37,...38,...39,...40,...41,...42,...43,...44,...45,...46,...47,...48,...49,...50,...51,...52,...53,...54,...55,...56,...57,...58,...59,...60,...61,...62,...63,...64,...65,...66
Last Updated Date,44706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libia,LBY,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,317220000,70780000,125980000,-201280000,6200000,-576299999.89999998,262850000,-451273599.65436202,-702581652.15649199,-587736574.40014195,-1089340260.3754301,-744126662.80177903,-391821735.94532597,-326630705.630301,-16888867.8944498,119235407.17371599,-176920553.65892199,-97633681.285453796,97982197.046321899,125166197.303941,158911104.55497301,91903803.108073607,99093118.919445306,58152864.198683597,-72624307.461170405,-88486065.3924703,-111721670.754033,-67915602.733399704,-127894074.619937,-128069471.47712301,141000000,-133000000,145000000,143000000,357000000,1038000000,2064000000,4689000000,4111300000,1371000000,1784000000,0,1425000000,702000000,0,0,0,0,0,1000000,,
Santa Lucía,LCA,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,2998465.3905762802,13000000,20600000,26000000,30900000,38200000,26500000,10000000,12000000,17000000,14518518.5185185,15000000,16444444.444444399,26629629.629629601,44785185.185185201,57744444.444444403,40940740.740740702,34162962.962963,32522222.222222202,32751851.851851899,18414814.814814799,47825925.925925903,83396296.296296299,83151851.851851895,53748148.148148097,58807407.407407403,51935414.814814799,106425925.925926,76520285.185185194,78233429.629629597,233934733.33333299,271891074.07407397,161210706.296296,146397591.11111099,121296972.592593,96416427.777777806,75759324.814814806,83515042.222222194,65407444.282485902,152240176.10752901,161613065.58491701,89941452.091066703,45522200.844497398,72854168.122287393,35108511.038255297,
América Latina y el Caribe,LCN,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,1432016508.7943215,1773594311.3386903,918606901.33300006,2245072899.2056789,2042157447.2504306,3033600991.311543,2112442418.3418052,2977422960.6200309,3990553333.0890141,5284527068.669178,6450100935.3402634,8726915555.5641251,7001790000.021019,5485151666.5189734,5074691797.1531639,6438675758.849411,4824695112.9644318,5393704912.6370363,8582378891.131319,8324614488.7744675,8491733520.1900444,13186872977.910818,14657927225.629189,14981898664.409033,29803911137.712624,30168276207.290783,48064360775.494377,73777089561.010208,85553163951.418549,104715393493.40614,97255235966.14296,78514760677.110016,64689125955.37307,58027344605.237663,100821469439.34596,81669847715.402374,116481714527.90794,195789213465.83865,222111630990.99948,156454134630.95087,234941005103.64935,292613607843.21619,296257819418.84985,343499295040.14618,277578767457.56415,325724227983.48621,220797576439.90631,203987125784.98651,209966725466.1286,199210725043.65146,163721634903.82816,
Países menos desarrollados: clasificación de las Naciones Unidas,LDC,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,137629999.20000002,27819999.700680003,129999984.43910976,225809999.19531596,219158909.97418901,267086072.95792872,499829102.1456787,377712499.84374291,542140768.566594,480023383.96282524,503299503.92563742,535168782.44382095,347816130.61983937,-40459839.579928637,167615115.3548907,456045676.17247283,192793847.11822593,369993293.62707049,590978090.84491205,1198942550.5617104,409294529.27721626,1387191805.4261405,1436598976.578548,1842731270.5449033,1039646259.6907747,1471941371.1580367,1587056339.6127019,2845083918.2183537,3564371354.6401091,5367235520.7719297,3801745289.9859996,6069489261.3681879,5943542373.8174114,9368655490.9127331,9176527859.9799175,5879415237.580389,9126006536.4610023,12620970977.821367,18626408463.146339,15364771815.358212,18065568696.692169,23501038774.464973,29905888739.192394,25305226206.023891,29540541698.874695,38592604828.193573,25970429549.368771,20977717723.090359,18419083074.237019,19068584424.26915,21922780787.845547,
Países de ingreso bajo,LIC,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,107039999.60000002,-7260000.0999999996,64699999.700000003,147624999.5,149620499.27619827,309053582.43476057,395548472.65058821,271803772.02844429,466697121.81555283,346094401.37660939,318716145.02182859,431105439.25777173,107470188.58290349,-156925237.45409817,36447756.650091484,128015049.21235357,-56137267.51294218,155813317.37135965,341565952.63653857,770848445.13908875,300244394.6554665,449070937.80024242,860171765.28648734,1061681474.92575,629043940.53920531,247436256.60989538,347135658.31068528,1011554244.4944892,1384678814.3820434,1589467548.8374832,1733623452.3495834,2652579570.2431068,3105241775.9482727,4409675241.4058199,5071658905.2355099,3840827779.5585809,6304897706.2917643,9092371215.1713181,11670783859.979866,10166079785.438511,14261224663.980291,17711988006.849262,19981233736.539795,18173570818.013107,13773792392.63018,14024746928.566502,14232170785.183249,12955014222.714947,12396005047.066271,12322731504.344389,12628105316.168085,
Liechtenstein,LIE,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19854574737.6898,9389136115.5716991,6864257254.8617001,17305461701.258701,1845838359.4691999,-266949356.71950001,44598433611.944099,33538242375.267601,16214866193.267,29934896948.269299,29875940865.487202,26414902947.033298,29482974346.8535,1154916692.2121,9340073894.6221008,80400430107.769806,60669833862.733101,38999586460.587502,-87212093508.405899,,,
Sri Lanka,LKA,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,-300000,300000,300000,500000,1399999.8999999999,142711.03400000001,1000,-1218567.2109000001,1474392.3733000001,46911742.085699998,43010507.244900003,49264554.420199998,63567608.832999997,37778897.501100004,32612391.054200001,26162080.160399999,29723119.860300001,59504201.900799997,45722528.596199997,19741313.056000002,43355119.723099999,48349173.731899999,122625843.12899999,194479070.23879999,166412940.10080001,55995587.566,119874349.69930001,430056151.833,193424023.1433,176410171.3141,172941409.83050001,171790000,196500000,228720000,232800000,272400000,479700000,603000000,752200000,404000000,477559000,955920000,941116591.23040795,932551317.58288097,893628980.28706503,679655644.244789,897049375.883533,1372723043.1340201,1614044009.2288401,743466231.46803105,433869416.03533602,
Países de ingreso mediano bajo,LMC,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,928553999.0999999,1013109999.3006799,1092809983.7391095,2130494998.9953165,1716963538.8666499,2857993741.149169,1810711304.6554556,1873359482.3685911,2615335182.6278253,2683617367.2606235,1543072743.1011786,2787555904.3547802,1997308909.76684,2113853212.176405,1841229246.3046007,3226180812.2798324,2513371654.6038561,3263106934.9755573,4321582858.8105669,5887872205.2876949,3987081261.7673669,5700573859.4919901,6946594194.8790236,10654086347.484501,13110786735.359034,15627004050.906395,19409675950.681767,20896403620.672421,17530836541.74213,15615547299.826847,11685756221.059855,17569731953.01944,24588771962.043118,23316201874.556835,28498338547.278011,52319470420.024086,74029276801.83934,98288213449.546967,128084964377.67578,99457836009.528763,98267481124.149124,117707267476.41339,112450275222.05197,112735220426.82336,126608764574.15123,140029967373.34888,116275961408.48279,138000315980.621,136713660457.88971,150249844489.40887,141089044867.97263,
Ingreso mediano y bajo,LMY,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,3098020758.799757,2916234456.200192,2713580884.8210907,4586625886.9229479,5618919698.2368746,5793347414.7649107,5792859656.4400139,4901134448.4064445,6375419734.0337219,7354530003.5534191,7715986849.7984257,12369520134.701777,10373295785.967384,9211063166.0265121,9133252901.6586666,11491713057.012028,9591668564.717083,10724456009.8659,17732160261.06847,20465654783.268501,20444772868.726112,27660285961.909924,41813769554.159309,60943041929.192726,80584920332.825684,89981903960.483795,111491472625.23228,145934896214.38177,145235127898.83383,155075152305.75162,142401438503.17261,158114750757.65933,153494167252.81509,159732233146.23563,216001429434.97607,298560517322.67596,392548899803.83649,542744000680.63019,626678500761.47559,430493847942.98206,626640213413.2616,732383563896.23389,679830570801.55518,750097768991.46362,649061230871.15735,617670380028.42688,562702158905.61377,555090416284.24475,620100800732.42249,581979001410.21631,502905675078.34027,
Lesotho,LSO,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,0,0,440000,20000,200000,4493898.8034098204,4785894.2316912999,3242231.2519123601,5053210.8733165702,2414764.08844348,4894588.4439239297,2254225.6290837,5928503.3664717404,21346470.592979699,13736893.7082981,16478706.5164182,7989961.0810007704,8369826.8667097501,15651939.5244186,43268067.991265103,24174395.0302766,29073745.834394101,32675626.135033499,28350349.463771001,22037254.589286901,32402238.304762602,29695295.7823737,28390464.7236761,43946224.786311597,55669445.720661402,27441449.228792399,24322286.690976899,75616001.723819494,11009973.0619522,91349553.101621106,9512771.5496693198,61173319.208514601,56653435.233093299,50429031.340627797,94459059.364560202,206514459.90039799,79234548.913133904,42168784.113756701,40874071.930026598,35732593.408811301,29564767.248987898,
avanzada del dividendo demográfico,LTE,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,1177607893.8997557,1112633524.5995116,1097343656.6999998,1924052977.7000003,2440632077.1824493,2522582600.8983545,2745845365.3703403,3155941723.3627949,3887916367.7406974,4534042940.681365,5048383721.9249573,6286780806.4974813,7132873734.5623531,5527120955.7243166,5671745553.8478403,5591547260.6425714,4724133449.6759453,6456479118.551589,10165953366.128414,11044080612.906761,12446708403.762625,16414490615.31636,28591584478.103966,47377140103.912498,58155803423.881058,65747747635.636925,87405747554.865692,111565037028.16696,124418548947.00742,130378188272.5428,141236812974.44797,120181217123.53912,138537370995.00223,147163940717.00885,171707330677.03787,277453386315.65826,333825058307.41235,483913368285.78064,492520011190.10034,429861669832.50159,572156763591.4248,660513682152.79688,669726618741.66931,664367977661.41296,672166770545.27917,707665169268.24341,527331206637.35394,452563721758.37848,516494511334.03729,421285221135.03949,393685176984.73859,
Lituania,LTU,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000,30175186.8400218,31304837.637432899,72557500,152400000,362287500,918775000,564537500,380272500,442400000,660790497.92164803,217398839.89375401,879540745.77417195,1292550783.5724199,2259381844.95679,2601486958.0357399,1727292156.1454401,-360197700.774589,1102696146.6955299,1880811089.2054901,677182759.66702902,768657971.98242402,357323216.16893601,1036954105.59479,1177533775.8811901,1383731106.4056001,1299841764.3737199,3434299309.8276601,4478593693.35007,
Luxemburgo,LUX,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4243174365,4291105683,5179643439,4644769483,32219534640,-29679425810,7117112828,27255154250,39128528760,8843156717,25497381440,16007703030,18892564400,12499722620,31899891520,-6815331955,-16756576740,14791620950,62144634070,
Letonia,LVA,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30703329,55933000,282828000,244039000,331352000,474354000,371400000,348100000,324184857.470559,173500715.82503799,160090702.160429,316652176.39383399,591589970.74314702,809856372.41933095,1705667383.8154299,2713412662.1200399,1434273758.18365,-150022148.43926701,474983591.19769102,1519518896.4556301,1080778947.54653,989283879.35947895,1045107101.19761,812843819.51790297,335420977.516684,1153575224.7146399,427807358.06776601,1087576504.7348499,944114980.05618501,
"Región Administrativa Especial de Macao, China",MAC,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,20000,320000,120000,,,1220000,,,320000,,,260000,8150000,,-380000,50000,-90000,350000,-600000,480000,10720000,-19500000,-3600000,3480000,2189999.8999999999,5940000,2310000,-17890000,9419999.9000000004,-790000,160004979.09999999,393961071.02401203,506111200.95358503,771496386.16636801,1775023637.8800099,2916866632.7546501,5314514355.6461096,3982611127.7631202,-412628204.99439502,3629274388.5548401,1754336190.32972,3565735906.1265602,3774560563.6399298,2424230566.70926,486517486.30229598,1859188732.28442,1701002327.73208,1534095991.42414,6508465379.7748499,-7103969647.6667004,
Isla de San Martín (parte francesa),MAF,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marruecos,MAR,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,20000000,23100000,13000000,5490000,-20399999.899999999,5019999.9000000004,38014962.743190303,7994056.2728994796,11759988.242834199,7437548.6371707404,89416222.589514107,58581335.991238199,79528177.103693098,46123623.504597202,46989196.5550045,19975166.859806199,549182.49610444298,59574900.783266403,84661627.574109405,167056032.10114801,165122977.79453799,317462140.57232797,422470462.49798697,491466064.59982699,550924373.94834006,334768272.89020002,357393801.78947401,1079341332.0308499,308712164.43061501,826974026.93326294,426553283.86063403,2824557251.5200601,480355698.04986298,2312829823.2508898,893325392.83582497,1670609688.9287801,2460787164.1843901,2825801376.44064,2466288357.3723402,1970323920.0134599,1240625859.1140399,2521362080.6555901,2841954371.3845401,3360909924.3642101,3525384612.4380102,3252913902.3566599,2153363904.9351501,2680109856.2123699,3544387229.2782202,1720825003.13095,1762991296.88309,
Mónaco,MCO,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
República de Moldova,MDA,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17000000,14000000,11568000,66910000,23740000,78740000,75510000,37870000,127540000,103440000,84050000,73750000,151010000,190700000,258680000,536020000,726610000,263960000,297050000,372880000,251200000,241880000,345900000,225870000,87440000,149520000,293410000,506750000,157420000,
Madagascar,MDG,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,10000000,1080000,12000000,11000000,13709798.871018801,4572770.6288588401,1381044.46728693,-2767842.1520127198,-3678181.29499726,-6581395.8052625703,-790000,-800000,-90000,3710000,8570000,-180000,14039999.9,3470000,2910000,12816215.1627363,22387360.4554662,13681239.647807499,21132352.152220201,15357022.02314,5728097.9177641403,9710167.9743406493,10161891.7977258,14005421.125956601,16635429.8022046,58385285.9149158,82952580.705498695,93059224,14661798.0720596,12874087,52910748.000000097,85428623.902193293,294681941.54268301,789389724.08449697,1134497642.4209099,1293330142.2609401,912287179.83556902,815534454.53206301,814789934.73020005,565848886.01427698,372872463.26277602,328059305.56932002,540842779.82933402,464856589.64880902,612036371.422122,474311425.432437,358467141.41430199,
Maldivas,MDV,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,-200000,70000,1970000,180000,1200000,970000,800000,-130000,-30000,-2879999.8999999999,240000,-140000,1210000,5400000,5100000,1200000,4400000,5600000,6500000,6600000,6900000,8742866.2011335008,7230710.7620548904,9315251.9497354291,11408883.3989708,11517966.623970799,12322250,22312447.824875299,20541053.256579202,24718599.7690471,31774435.568408601,52933701.728092901,52991121.058068603,63826812.8939882,132432080.78558201,181255431.772407,157963586.77420399,216468945.67527401,423530663.953749,227976866.71889901,360816336.210787,333375218.034334,297975993.39252698,456639057.30469,457808313.56653798,575658028.152192,961037565.72300303,440711709.435094,
Oriente Medio y Norte de África,MEA,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,571449999.89999998,175857596.11542672,470412842.85706353,13451606.719250798,-2984206562.6511927,2139829655.6594508,356466584.94453549,1349416292.6839128,1597054924.915621,-6475399.6774310395,-3089053541.252182,7257091611.4896345,11672912472.87574,5662854095.5235348,6409743731.3733339,2112375734.1206245,2387380489.1030517,-137135792.21411252,2032965910.3521738,1536398830.0018125,2891316282.8614845,2577843300.6058769,4153158939.9565105,5182311778.9407635,5402743766.2450953,2038495129.5148969,5397017095.9048166,10701548693.945492,11354827280.490267,7348222196.6693592,12237516693.063519,10844019192.81004,9982569447.5798492,20255424330.376484,32915260932.921875,73159745248.343246,109136541211.86887,126451533195.10626,113755728892.81305,83844624097.272415,87565376430.739151,63156417560.083107,63267273312.77359,53585197490.189728,37333461205.954353,39996361909.285896,49049910361.351845,53838738552.046158,59796665768.571648,61711552184.55027,66074471585.507904,
México,MEX,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,312107000,307000000,178384999.90000001,457000000,508755999.89999998,458411000,731451000,327101999.89999998,658162999.89999998,1332000000,2090000000,3078000000,1901000000,2192000000,1542000000,1984000000,2400000000,2634000000,2879000000,3174000000,2634000000,4762000000,4393000000,4389000000,10972500000,9526290000,9185600000,12829800000,12756764558,13941043232,18382284821,30060020323,24055125415,18223514102,24916054094,26018159827,22141329780,31110477542,29782812959,19656535677,30528745230,23843294910,18211136120,50817288598,28657288892,35818480439,38884161053,33170534975,37701279465,29463150396,31049012561,
Islas Marshall,MHL,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739000,739000,839000,-1151999.8999999999,1155999.8999999999,3279622.3615491502,1876761.7245885399,6987311.9877883,5694746.71577748,14649434.9564544,-9356673.1318181399,-4380881.13767906,21373811.808067501,32548149.324591301,9047685.0779749397,-5393638.4992704196,-3055847.4488757001,5835497.4796851901,9752051.3624950796,4177233.7000000002,6588260.7999999998,
Ingreso mediano,MIC,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,2990980759.1997561,2923494456.3001919,2648880885.1210899,4439000887.4229488,5469299198.9606781,5484293832.3301516,5397311183.7894258,4629330676.3779984,5908722612.2181673,7008435602.1768093,7397270704.776597,11938414695.443996,10265825597.384483,9367988403.4806099,9096805145.0085716,11363698007.799677,9647805832.2300282,10568642692.494539,17390594308.431931,19694806338.12941,20144528474.070644,27211215024.10968,40953597788.872818,59881360454.266975,79955876392.286453,89734467703.873901,111144336966.92157,144923341969.88727,143850449084.45181,153485684756.91412,140667815050.82297,155462171187.41626,150388925476.86682,155322557904.8298,210929770529.74063,294719689543.11755,386244002097.54462,533651629465.45868,615007716901.49573,420327768157.54352,612378988749.28125,714671575889.3844,659849337065.01538,731924198173.45044,635287438478.52686,603645633099.85999,548469988120.43054,542135402061.52991,607704795685.3562,569656269905.87183,490277569762.17212,
Macedonia del Norte,MKD,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24000000,9490000,11210000,15740000,151156392,91325732.42024,217507099.15808001,469570706.39840001,114193471.41940001,119041753.23199999,309137638.54000002,145329601.53200001,427444589.26880002,733466879,611688378.60576904,259530321.486,301441681.708,507920732.78899997,337911248.192572,402458309.80588597,60879915.451370001,296604200.38122302,549371101.55115998,380738977.54477602,648732424.98464704,549500829.87778997,7693779.7036068998,
Malí,MLI,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,-600000,3399999.8999999999,600000,-150000,2613001.8263408002,2573754.8770778198,3052755.4413692201,-886305.36690978298,3060000,2366532.8101367299,3680103.9799203598,1521577.86376028,3149060.4949175902,10069648.421692001,2893628.2487067701,-8374099.2291333303,-5989287.9109844603,7050570.9529640898,6363470.8039217601,5729716.3240268696,1205216.8500077899,-21874496.9945479,4061271.09744007,17416999.668166898,111429781.43137901,27209332.174582802,74360591.896402001,9556713.3502308503,30987537.596222699,60181780.6839891,208815769.59964901,-12312977.401238101,72355432.364457101,84840599.635950595,160218206.819051,148195574.12870699,206064771.41354799,266432781.92568699,646609200.60148096,371569832.60750699,556147161.58448601,397865237.15558702,307853389.34462202,144023010.60553101,275414752.965424,356234602.71824598,559362392.09986806,467067198.10761201,720638835.29999995,308101914.80000001,
Malta,MLT,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,11600000,11544861.4936237,4455199.0542447502,5151890.3962035701,10636044.1109678,15853077.530696301,14113136.4229389,18469880.916950401,21536997.850288499,16179875.627472,26633728.413074799,39048273.852650799,20866569.259094998,24511551.510705199,26245343.3921578,18970276.3546413,21883369.2847757,19392652.9824646,40803167.534783401,51651039.835864499,30019824.412347801,90037665.220384106,84694336.151844293,56441543.403425701,151693045.26319799,392188547.16538298,312996146.99420899,136993957.13888901,323284766.09652001,667032818.08745599,743185324.698102,416889166.28773201,-497796507.906789,911474591.33586502,7469040204.5131903,21801420447.3895,25035392674.169399,35591477412.033699,14837770104.3279,1444871046.0060101,9244998119.9218292,7806911229.5531902,3323599814.6722798,510057778.08273703,155878728.130941,3640705146.7084599,2776034107.56002,3890244436.9405599,4464845210.9528904,4254763465.3066902,4387090314.8884001,
Myanmar,MMR,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,50000,280000,30000,1020000,3310000,0,60000,0,0,380000,0,0,-420000,780000,0,140000,-1540000,0,7806630.4115273496,161144560.31488901,238056791.87385601,171558719.97406101,104674233.142371,126091858.49119,277199199.509049,310437074.89038599,387184136.00094402,314450998.90785199,253110104.66411,254789765.469466,208303564.37206599,150511225.81386599,248882510.026366,211364294.975748,234904379.02759799,275812653.01139098,709922015.30980504,863880447.31282794,1078972200.98264,901133534.87679696,2519813313.27459,1333856137.2703099,2254603965.4934502,2175015283.7771301,4083839111.7118602,3278096409.8738499,4804272487.3198605,1768195522.5591199,1735589412.9337599,1834212000,
Oriente Medio y Norte de África (excluido altos ingresos),MNA,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,461010000,184730000,305939999.38197929,475295438.51763225,699810353.69898951,81181693.791257411,558269064.18894494,302681905.70601928,822526610.46568561,903715274.00140417,235915809.33656454,550770901.14539349,193117175.25193152,350708762.65369034,996095099.89309251,1432828268.3459182,1053545315.6691382,756328688.41936076,1554500732.4696059,1643526353.6576605,720285127.26322949,1158270169.6968193,2381389628.6751871,2800145544.9104199,2461917879.6054864,1193681275.9508297,1718894282.2336435,4826964697.8792162,4065197720.988781,3616105031.749608,5120765878.7588596,7182785892.3139677,8462940195.5623522,11253023705.455873,10631056324.669754,18221792613.437443,30474420440.136192,33656906502.225094,35606364312.797096,29219598629.805721,25932821028.130299,16628551061.42445,22999570490.792805,16669942294.789061,7714204592.9693289,9079539616.7238693,13654011663.650354,16747748258.028786,15340175842.677099,14075892598.609648,11318447760.85578,
Montenegro,MNE,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937357714.73013401,975271781.79661405,1550285725.3921001,758254398.55685699,556662007.52715003,618126498.73388898,446456998.00745302,496993506.51035601,699855695.33155501,226702405.90499499,560665419.03198397,485653127.82342899,417589860.07877302,527341016.674932,
Mongolia,MNG,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,140000,0,0,,,11119999.9,2000000,7700000,6900000,9800000,15900000,25000000,18900000,30400000,53697000,63000000,77751000,131540000,92920000,187620000,245460000,372759900,844697949.47907197,623609218.24767995,1691421731.58406,4571161962.8089104,4272473222.9362502,2059702972.91978,337768268.08317202,94319767.474156305,-4156404703.7768698,1494350363.4692199,1951528195.8185301,2443343095.4181499,1719115941.52003,
Mariana,MNP,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,300000,30000,5500000,4019999.8999999999,2000000,6669999.9000000004,-12640000,,2000000,2430000,4360000,370000,1929999.8999999999,2470000,-2919999.8999999999,330000,1500000,6200000,4500000,3399999.8999999999,9199999.9000000004,22500000,25300000,32000000,35000000,45000000,72500000,64400000,234900000,381699999.89999998,139300000,255435491.40000001,347252830.5,336698400.80000001,475513572.80000001,122413755.58,251141650.25,416689348.42080998,641399415.78425097,930100407.77999997,1258453096.82496,3663937118.45157,5635092658.6184196,6697422432.4601002,4998799334.3562098,3868353884.9499998,3128149928.6999998,2319071971.47682,1678061191.8310599,2180768236.1392899,3187942207.1496201,
Mauritania,MRT,"Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)",BX.KLT.DINV.CD.WD,,,,,,,,,,,800000,4040000,2109999.8999999999,9849999.9000000004,3620000,-122702517.736017,1554786.7998945999,4123975.1757243401,2859463.8505280302,63234733.344228402,27094083.333673801,12444137.6930377,14970300.854755901,1368321.82931921,8526200.3030812908,6979308.55552842,4490756.3025310701,1678435.26518826,1926632.9321360199,3467748.7327064099,6736220.5212817397,2269792.0374230999,7549402.9134720098,16091938.165237701,2079708.6789399199,6989378.5078537604,-435540,-3329919.8999999999,132643.00020780801,15119460,40096000,76700000,67340352.319999993,101957951.59999999,404102025.69999999,811869181.39999998,154601638.09999999,139372822.30000001,342770662,-3072044.3960000002,130528391.3,588749564.20000005,1386098850.60853,1126004759.602,502589833.81816,501726765.73381901,271134844.99729103,588217194.75853896,772890477.20000005,-883561115.82551897,927916265.77428496,
