...1,1990,2000,2012,...5,2013,2014,2015,2016,2017,2018,2019,2020,2021
Estados Unidos,"707,008,000,000.0","1,448,571,000,000.0","3,039,135,000,000.0",,"3,124,684,000,000.0","3,238,543,000,000.0","3,105,149,000,000.0","3,096,154,000,000.0","3,387,820,000,000.0","3,645,050,000,000.0","3,653,298,000,000.0","3,092,304,000,000.0",..
Uruguay,"2,416,790,000.0","4,441,132,210.3","19,699,791,279.2",,"19,944,948,178.5","19,840,239,125.1","17,590,270,036.1","16,528,713,141.1","18,411,724,647.0","18,765,824,299.4","18,677,837,476.4","14,213,613,722.4",..
Uzbekistán,..,..,"14,328,602,306.7",,"15,338,914,791.2","14,552,183,867.1","13,864,472,981.9","12,760,331,098.1","15,009,757,893.7","17,340,297,567.7","19,950,351,767.4","16,114,732,165.3",..
Vanuatu,"105,822,625.9","175,736,089.0","393,689,013.4",,"424,549,488.6","426,104,733.4","358,337,622.1","412,186,995.5","432,346,907.6","496,117,659.8","487,826,625.8","264,685,054.9",..
Venezuela,"21,464,000,000.0","37,760,000,000.0","101,810,000,000.0",,"93,188,000,000.0","78,620,000,000.0","39,718,000,000.0","29,291,000,000.0",..,..,..,..,..
Viet Nam,..,"17,481,000,000.0","124,609,000,000.0",,"143,024,000,000.0","161,510,000,000.0","173,666,000,000.0","189,731,000,000.0","228,934,000,000.0","260,102,500,000.0","283,063,000,000.0","291,620,000,000.0",..
Islas Vírgenes (EE.UU.),..,..,..,,..,..,..,..,..,..,..,..,..
Ribera Occidental y Gaza,..,"1,430,675,976.5","2,812,491,617.0",,"3,374,794,723.7","3,832,136,288.4","4,047,324,859.7","4,221,260,094.6","4,860,664,132.7","5,581,946,657.2","5,871,216,460.8","5,036,792,158.8",..
"Yemen, Rep. del",..,..,"9,414,795,929.1",,"9,592,171,960.7","9,457,561,767.5","1,889,969,322.8","956,818,506.2",..,..,..,..,..
Zambia,"1,361,900,000.0","891,370,000.0","10,520,978,347.5",,"11,606,702,752.5","11,076,961,547.8","8,231,734,362.7","7,490,084,828.8","9,153,633,486.2","10,010,121,570.4","8,303,036,759.4","8,593,787,455.8",..
Zimbabwe,"2,032,673,237.3",..,"4,311,672,410.3",,"4,168,297,226.1","4,048,863,415.5","3,967,592,682.1","4,063,011,250.6","4,644,242,235.4","5,186,043,925.7","5,282,361,124.5","5,270,864,656.1",..
"Creado a partir de Indicadores del desarrollo mundial
Series : Exports of goods, services and primary income (BoP, current US$)",,,,,,,,,,,,,
